,time
0,0 days 00:00:00.000154
1,0 days 00:00:00.000140
2,0 days 00:00:00.000142
3,0 days 00:00:00.000144
4,0 days 00:00:00.000144
5,0 days 00:00:00.000140
6,0 days 00:00:00.000262
7,0 days 00:00:00.000143
8,0 days 00:00:00.000143
9,0 days 00:00:00.000143
