,time
0,0 days 00:00:50.919069
1,0 days 00:00:59.046744
2,0 days 00:00:54.931325
3,0 days 00:00:57.616071
4,0 days 00:01:07.815038
5,0 days 00:00:55.546553
6,0 days 00:00:53.975076
7,0 days 00:01:08.783916
8,0 days 00:01:04.401773
9,0 days 00:01:04.219635
