,time
0,0 days 00:01:53.331995
1,0 days 00:03:01.282518
2,0 days 00:02:35.216996
3,0 days 00:02:07.556687
4,0 days 00:02:16.987865
5,0 days 00:00:28.627336
6,0 days 00:01:31.547167
7,0 days 00:02:45.658366
8,0 days 00:00:24.523874
9,0 days 00:02:18.769368
