,time
0,0 days 00:00:00.000167
1,0 days 00:00:00.000159
2,0 days 00:00:00.000162
3,0 days 00:00:00.000159
4,0 days 00:00:00.000172
5,0 days 00:00:00.000158
6,0 days 00:00:00.000173
7,0 days 00:00:00.000171
8,0 days 00:00:00.000169
9,0 days 00:00:00.000162
