,time
0,0 days 00:02:45.638515
1,0 days 00:01:47.898810
2,0 days 00:01:11.606646
3,0 days 00:01:16.027215
4,0 days 00:01:50.644850
5,0 days 00:01:25.123659
6,0 days 00:02:22.426726
7,0 days 00:00:51.698868
8,0 days 00:00:53.099703
9,0 days 00:03:17.721359
