,time
0,0 days 00:00:40.799586
1,0 days 00:00:56.330191
2,0 days 00:00:42.769575
3,0 days 00:00:44.041765
4,0 days 00:00:47.535006
5,0 days 00:00:33.206883
6,0 days 00:01:21.558911
7,0 days 00:00:35.974815
8,0 days 00:00:59.235054
9,0 days 00:00:37.932925
