,time
0,0 days 00:00:00.000163
1,0 days 00:00:00.000151
2,0 days 00:00:00.000160
3,0 days 00:00:00.000218
4,0 days 00:00:00.000189
5,0 days 00:00:00.000205
6,0 days 00:00:00.000156
7,0 days 00:00:00.000164
8,0 days 00:00:00.000165
9,0 days 00:00:00.000162
