,time
0,0 days 00:00:00.000159
1,0 days 00:00:00.000147
2,0 days 00:00:00.000164
3,0 days 00:00:00.000160
4,0 days 00:00:00.000158
5,0 days 00:00:00.000163
6,0 days 00:00:00.000170
7,0 days 00:00:00.000166
8,0 days 00:00:00.000155
9,0 days 00:00:00.000163
