,time
0,0 days 00:00:00.000156
1,0 days 00:00:00.000187
2,0 days 00:00:00.000151
3,0 days 00:00:00.000170
4,0 days 00:00:00.000173
5,0 days 00:00:00.000152
6,0 days 00:00:00.000162
7,0 days 00:00:00.000164
8,0 days 00:00:00.000144
9,0 days 00:00:00.000180
