,time
0,0 days 00:00:54.110128
1,0 days 00:00:36.680670
2,0 days 00:00:52.740056
3,0 days 00:00:51.831966
4,0 days 00:00:51.487775
5,0 days 00:00:53.139873
6,0 days 00:00:37.669967
7,0 days 00:01:05.003257
8,0 days 00:00:53.291404
9,0 days 00:00:41.763447
