,time
0,0 days 00:01:07.718740
1,0 days 00:03:03.507669
2,0 days 00:01:12.336597
3,0 days 00:01:26.016899
4,0 days 00:01:30.458957
5,0 days 00:01:51.526577
6,0 days 00:01:08.589190
7,0 days 00:01:39.975863
8,0 days 00:01:04.274865
9,0 days 00:00:52.764117
