,time
0,0 days 00:01:11.565014
1,0 days 00:01:44.189384
2,0 days 00:01:06.637091
3,0 days 00:01:34.869340
4,0 days 00:00:54.198605
5,0 days 00:01:12.260169
6,0 days 00:01:00.403958
7,0 days 00:01:33.865070
8,0 days 00:01:00.760895
9,0 days 00:01:49.958598
