,time
0,0 days 00:00:30.289072
1,0 days 00:00:34.624002
2,0 days 00:01:14.681067
3,0 days 00:00:38.664178
4,0 days 00:00:28.863698
5,0 days 00:00:25.583092
6,0 days 00:01:03.652370
7,0 days 00:01:22.120757
8,0 days 00:00:26.442797
9,0 days 00:00:29.457236
