,time
0,0 days 00:01:31.695641
1,0 days 00:01:57.557925
2,0 days 00:00:26.514929
3,0 days 00:00:44.182810
4,0 days 00:01:38.746188
5,0 days 00:01:03.568584
6,0 days 00:00:36.368212
7,0 days 00:00:44.512728
8,0 days 00:00:43.196952
9,0 days 00:00:50.020378
