,time
0,0 days 00:00:00.000143
1,0 days 00:00:00.000141
2,0 days 00:00:00.000142
3,0 days 00:00:00.000143
4,0 days 00:00:00.000157
5,0 days 00:00:00.000138
6,0 days 00:00:00.000141
7,0 days 00:00:00.000138
8,0 days 00:00:00.000138
9,0 days 00:00:00.000140
