,time
0,0 days 00:00:00.000161
1,0 days 00:00:00.000157
2,0 days 00:00:00.000174
3,0 days 00:00:00.000149
4,0 days 00:00:00.000152
5,0 days 00:00:00.000150
6,0 days 00:00:00.000159
7,0 days 00:00:00.000159
8,0 days 00:00:00.000171
9,0 days 00:00:00.000159
