,time
0,0 days 00:00:00.000307
1,0 days 00:00:00.000148
2,0 days 00:00:00.000161
3,0 days 00:00:00.000171
4,0 days 00:00:00.000152
5,0 days 00:00:00.000170
6,0 days 00:00:00.000165
7,0 days 00:00:00.000172
8,0 days 00:00:00.000152
9,0 days 00:00:00.000167
