,time
0,0 days 00:00:00.000157
1,0 days 00:00:00.000145
2,0 days 00:00:00.000144
3,0 days 00:00:00.000142
4,0 days 00:00:00.000173
5,0 days 00:00:00.000188
6,0 days 00:00:00.000146
7,0 days 00:00:00.000151
8,0 days 00:00:00.000145
9,0 days 00:00:00.000145
