,time
0,0 days 00:00:00.000341
1,0 days 00:00:00.000210
2,0 days 00:00:00.000157
3,0 days 00:00:00.000173
4,0 days 00:00:00.000157
5,0 days 00:00:00.000157
6,0 days 00:00:00.000181
7,0 days 00:00:00.000153
8,0 days 00:00:00.000167
9,0 days 00:00:00.000156
