,time
0,0 days 00:00:00.000177
1,0 days 00:00:00.000157
2,0 days 00:00:00.000166
3,0 days 00:00:00.000156
4,0 days 00:00:00.000143
5,0 days 00:00:00.000158
6,0 days 00:00:00.000148
7,0 days 00:00:00.000154
8,0 days 00:00:00.000177
9,0 days 00:00:00.000154
