,time
0,0 days 00:00:00.000143
1,0 days 00:00:00.000144
2,0 days 00:00:00.000139
3,0 days 00:00:00.000143
4,0 days 00:00:00.000141
5,0 days 00:00:00.000144
6,0 days 00:00:00.000139
7,0 days 00:00:00.000143
8,0 days 00:00:00.000141
9,0 days 00:00:00.000142
