,time
0,0 days 00:00:00.000139
1,0 days 00:00:00.000142
2,0 days 00:00:00.000139
3,0 days 00:00:00.000156
4,0 days 00:00:00.000145
5,0 days 00:00:00.000139
6,0 days 00:00:00.000141
7,0 days 00:00:00.000140
8,0 days 00:00:00.000140
9,0 days 00:00:00.000140
