,time
0,0 days 00:00:00.000140
1,0 days 00:00:00.000140
2,0 days 00:00:00.000146
3,0 days 00:00:00.000147
4,0 days 00:00:00.000142
5,0 days 00:00:00.000141
6,0 days 00:00:00.000140
7,0 days 00:00:00.000141
8,0 days 00:00:00.000144
9,0 days 00:00:00.000142
