,time
0,0 days 00:00:32.744849
1,0 days 00:00:22.723025
2,0 days 00:01:02.913126
3,0 days 00:00:37.964515
4,0 days 00:00:27.764951
5,0 days 00:00:42.073544
6,0 days 00:01:23.829052
7,0 days 00:01:11.767550
8,0 days 00:00:29.010781
9,0 days 00:00:26.376086
