,time
0,0 days 00:00:32.215225
1,0 days 00:00:26.019087
2,0 days 00:02:42.063788
3,0 days 00:00:27.307019
4,0 days 00:00:40.393707
5,0 days 00:01:27.076222
6,0 days 00:01:20.928654
7,0 days 00:00:34.748683
8,0 days 00:00:35.210880
9,0 days 00:01:38.483460
