,time
0,0 days 00:01:50.123702
1,0 days 00:02:54.317856
2,0 days 00:00:50.371808
3,0 days 00:02:00.070364
4,0 days 00:01:20.890513
5,0 days 00:01:35.804384
6,0 days 00:01:38.705914
7,0 days 00:01:12.650778
8,0 days 00:01:23.231103
9,0 days 00:01:02.940664
