,time
0,0 days 00:00:42.556099
1,0 days 00:00:31.965870
2,0 days 00:00:32.330995
3,0 days 00:00:49.901222
4,0 days 00:00:53.966115
5,0 days 00:00:57.896305
6,0 days 00:00:46.283604
7,0 days 00:00:41.679839
8,0 days 00:00:51.778270
9,0 days 00:01:00.408135
