,time
0,0 days 00:00:00.000168
1,0 days 00:00:00.000177
2,0 days 00:00:00.000178
3,0 days 00:00:00.000350
4,0 days 00:00:00.000155
5,0 days 00:00:00.000163
6,0 days 00:00:00.000167
7,0 days 00:00:00.000175
8,0 days 00:00:00.000185
9,0 days 00:00:00.000172
