,time
0,0 days 00:02:00.776508
1,0 days 00:01:20.499620
2,0 days 00:02:30.156758
3,0 days 00:02:12.952412
4,0 days 00:01:30.546118
5,0 days 00:02:58.436590
6,0 days 00:01:29.645942
7,0 days 00:02:01.721148
8,0 days 00:01:47.202086
9,0 days 00:02:24.215976
