,time
0,0 days 00:00:00.000170
1,0 days 00:00:00.000220
2,0 days 00:00:00.000208
3,0 days 00:00:00.000178
4,0 days 00:00:00.000189
5,0 days 00:00:00.000162
6,0 days 00:00:00.000171
7,0 days 00:00:00.000159
8,0 days 00:00:00.000309
9,0 days 00:00:00.000173
