,time
0,0 days 00:00:00.000157
1,0 days 00:00:00.000159
2,0 days 00:00:00.000168
3,0 days 00:00:00.000149
4,0 days 00:00:00.000181
5,0 days 00:00:00.000164
6,0 days 00:00:00.000162
7,0 days 00:00:00.000365
8,0 days 00:00:00.000188
9,0 days 00:00:00.000171
