,time
0,0 days 00:00:42.721398
1,0 days 00:00:47.983784
2,0 days 00:00:39.777704
3,0 days 00:00:40.741575
4,0 days 00:00:52.324495
5,0 days 00:00:41.334339
6,0 days 00:00:45.672488
7,0 days 00:00:41.095270
8,0 days 00:00:45.267343
9,0 days 00:00:30.999106
