,time
0,0 days 00:00:45.068848
1,0 days 00:00:59.037152
2,0 days 00:00:56.762479
3,0 days 00:00:43.624642
4,0 days 00:00:47.491165
5,0 days 00:00:45.937820
6,0 days 00:00:52.748636
7,0 days 00:00:51.585709
8,0 days 00:00:42.071804
9,0 days 00:00:39.246881
