,time
0,0 days 00:01:36.554837
1,0 days 00:00:42.266312
2,0 days 00:00:48.519361
3,0 days 00:01:22.362755
4,0 days 00:01:21.516764
5,0 days 00:00:49.132477
6,0 days 00:01:10.274994
7,0 days 00:01:09.859330
8,0 days 00:00:23.439332
9,0 days 00:01:22.408519
