,time
0,0 days 00:00:27.207666
1,0 days 00:00:31.385970
2,0 days 00:00:25.783514
3,0 days 00:00:29.584012
4,0 days 00:00:23.104192
5,0 days 00:00:32.397414
6,0 days 00:00:38.262878
7,0 days 00:00:24.275606
8,0 days 00:00:29.105624
9,0 days 00:00:30.718165
