,time
0,0 days 00:00:00.000165
1,0 days 00:00:00.000145
2,0 days 00:00:00.000150
3,0 days 00:00:00.000148
4,0 days 00:00:00.000144
5,0 days 00:00:00.000178
6,0 days 00:00:00.000183
7,0 days 00:00:00.000170
8,0 days 00:00:00.000184
9,0 days 00:00:00.000223
