,time
0,0 days 00:01:16.670548
1,0 days 00:02:25.088165
2,0 days 00:00:25.672259
3,0 days 00:00:32.338311
4,0 days 00:01:05.528168
5,0 days 00:00:27.804920
6,0 days 00:00:59.863973
7,0 days 00:00:25.434770
8,0 days 00:00:40.756176
9,0 days 00:00:28.390879
