,time
0,0 days 00:00:20.122580
1,0 days 00:00:22.020406
2,0 days 00:00:19.955628
3,0 days 00:00:28.502871
4,0 days 00:00:19.944844
5,0 days 00:01:15.470590
6,0 days 00:00:21.880572
7,0 days 00:00:34.014098
8,0 days 00:00:25.655541
9,0 days 00:01:12.068824
