,time
0,0 days 00:01:32.049856
1,0 days 00:01:29.403421
2,0 days 00:01:05.019672
3,0 days 00:00:43.403787
4,0 days 00:00:43.589379
5,0 days 00:01:32.184041
6,0 days 00:01:37.468717
7,0 days 00:01:22.900269
8,0 days 00:00:41.139500
9,0 days 00:01:19.217663
