,time
0,0 days 00:01:22.878721
1,0 days 00:01:42.544960
2,0 days 00:00:50.488606
3,0 days 00:01:58.860078
4,0 days 00:01:55.242850
5,0 days 00:01:24.137340
6,0 days 00:01:10.437442
7,0 days 00:01:46.919686
8,0 days 00:00:45.864996
9,0 days 00:01:01.108271
