,time
0,0 days 00:00:00.000158
1,0 days 00:00:00.000162
2,0 days 00:00:00.000155
3,0 days 00:00:00.000168
4,0 days 00:00:00.000164
5,0 days 00:00:00.000177
6,0 days 00:00:00.000162
7,0 days 00:00:00.000146
8,0 days 00:00:00.000159
9,0 days 00:00:00.000157
