,time
0,0 days 00:00:00.000164
1,0 days 00:00:00.000169
2,0 days 00:00:00.000162
3,0 days 00:00:00.000157
4,0 days 00:00:00.000164
5,0 days 00:00:00.000221
6,0 days 00:00:00.000156
7,0 days 00:00:00.000156
8,0 days 00:00:00.000181
9,0 days 00:00:00.000160
