,time
0,0 days 00:00:00.000167
1,0 days 00:00:00.000168
2,0 days 00:00:00.000175
3,0 days 00:00:00.000149
4,0 days 00:00:00.000170
5,0 days 00:00:00.000169
6,0 days 00:00:00.000156
7,0 days 00:00:00.000173
8,0 days 00:00:00.000150
9,0 days 00:00:00.000162
