,time
0,0 days 00:01:08.212731
1,0 days 00:01:23.520441
2,0 days 00:01:11.233697
3,0 days 00:02:20.103878
4,0 days 00:00:49.026456
5,0 days 00:00:39.313226
6,0 days 00:01:51.538509
7,0 days 00:01:19.463543
8,0 days 00:01:01.275885
9,0 days 00:01:16.996549
