,time
0,0 days 00:00:00.000171
1,0 days 00:00:00.000171
2,0 days 00:00:00.000161
3,0 days 00:00:00.000167
4,0 days 00:00:00.000168
5,0 days 00:00:00.000163
6,0 days 00:00:00.000308
7,0 days 00:00:00.000162
8,0 days 00:00:00.000157
9,0 days 00:00:00.000300
