,time
0,0 days 00:00:27.904578
1,0 days 00:00:36.589745
2,0 days 00:00:35.725880
3,0 days 00:00:28.702853
4,0 days 00:00:33.135388
5,0 days 00:00:34.839470
6,0 days 00:00:39.593067
7,0 days 00:00:33.720399
8,0 days 00:00:33.257279
9,0 days 00:00:31.106134
