,time
0,0 days 00:02:32.796928
1,0 days 00:01:47.395733
2,0 days 00:01:05.282499
3,0 days 00:03:11.558410
4,0 days 00:00:58.864693
5,0 days 00:01:06.071988
6,0 days 00:01:17.914452
7,0 days 00:01:54.987770
8,0 days 00:01:08.433164
9,0 days 00:00:59.102955
