,time
0,0 days 00:01:08.416780
1,0 days 00:01:28.346173
2,0 days 00:01:01.564269
3,0 days 00:00:59.053697
4,0 days 00:01:49.231593
5,0 days 00:00:57.504963
6,0 days 00:00:57.839626
7,0 days 00:01:34.231115
8,0 days 00:01:14.599878
9,0 days 00:01:23.711572
