,time
0,0 days 00:02:21.019220
1,0 days 00:01:24.433129
2,0 days 00:01:27.821108
3,0 days 00:02:00.927810
4,0 days 00:01:12.861513
5,0 days 00:02:04.960196
6,0 days 00:00:58.585700
7,0 days 00:02:48.162811
8,0 days 00:01:58.077656
9,0 days 00:00:44.729418
