,time
0,0 days 00:00:00.000155
1,0 days 00:00:00.000169
2,0 days 00:00:00.000172
3,0 days 00:00:00.000167
4,0 days 00:00:00.000163
5,0 days 00:00:00.000156
6,0 days 00:00:00.000163
7,0 days 00:00:00.000164
8,0 days 00:00:00.000173
9,0 days 00:00:00.000176
