,time
0,0 days 00:01:29.706235
1,0 days 00:00:32.624332
2,0 days 00:00:48.903631
3,0 days 00:01:00.675952
4,0 days 00:00:52.000561
5,0 days 00:01:14.625053
6,0 days 00:01:00.173890
7,0 days 00:01:12.982122
8,0 days 00:01:10.743386
9,0 days 00:01:11.047318
