,time
0,0 days 00:00:00.000177
1,0 days 00:00:00.000192
2,0 days 00:00:00.000150
3,0 days 00:00:00.000166
4,0 days 00:00:00.000166
5,0 days 00:00:00.000156
6,0 days 00:00:00.000157
7,0 days 00:00:00.000156
8,0 days 00:00:00.000175
9,0 days 00:00:00.000184
