,time
0,0 days 00:00:48.404238
1,0 days 00:00:43.750679
2,0 days 00:00:50.435280
3,0 days 00:01:17.186531
4,0 days 00:00:55.687216
5,0 days 00:01:03.945010
6,0 days 00:00:53.693962
7,0 days 00:00:48.359180
8,0 days 00:00:59.239380
9,0 days 00:01:25.293604
