,time
0,0 days 00:01:13.741763
1,0 days 00:00:32.805660
2,0 days 00:01:10.984514
3,0 days 00:00:43.440937
4,0 days 00:00:29.509668
5,0 days 00:00:51.865794
6,0 days 00:00:37.827223
7,0 days 00:00:45.199947
8,0 days 00:00:28.285635
9,0 days 00:00:56.884527
