,time
0,0 days 00:00:00.000152
1,0 days 00:00:00.000191
2,0 days 00:00:00.000151
3,0 days 00:00:00.000151
4,0 days 00:00:00.000153
5,0 days 00:00:00.000161
6,0 days 00:00:00.000160
7,0 days 00:00:00.000175
8,0 days 00:00:00.000147
9,0 days 00:00:00.000156
