,time
0,0 days 00:00:34.650949
1,0 days 00:01:44.227603
2,0 days 00:00:25.746646
3,0 days 00:00:26.132479
4,0 days 00:00:24.345588
5,0 days 00:01:31.465335
6,0 days 00:00:57.510571
7,0 days 00:00:30.118546
8,0 days 00:01:12.822296
9,0 days 00:01:08.735888
