,time
0,0 days 00:01:00.830799
1,0 days 00:01:57.042514
2,0 days 00:01:21.844821
3,0 days 00:00:47.641815
4,0 days 00:01:40.659545
5,0 days 00:00:58.495555
6,0 days 00:01:13.323486
7,0 days 00:01:04.602152
8,0 days 00:01:21.000647
9,0 days 00:00:56.739561
