,time
0,0 days 00:00:45.756860
1,0 days 00:01:26.637507
2,0 days 00:00:37.111503
3,0 days 00:01:22.610394
4,0 days 00:00:48.504873
5,0 days 00:02:59.350773
6,0 days 00:02:25.696930
7,0 days 00:03:13.714174
8,0 days 00:00:48.754486
9,0 days 00:00:57.211408
