,time
0,0 days 00:00:28.480462
1,0 days 00:00:43.151212
2,0 days 00:00:32.775836
3,0 days 00:00:38.893538
4,0 days 00:00:35.251990
5,0 days 00:00:28.386316
6,0 days 00:00:31.234808
7,0 days 00:00:42.428314
8,0 days 00:00:36.636509
9,0 days 00:00:42.097635
