,time
0,0 days 00:00:00.000165
1,0 days 00:00:00.000155
2,0 days 00:00:00.000165
3,0 days 00:00:00.000169
4,0 days 00:00:00.000184
5,0 days 00:00:00.000164
6,0 days 00:00:00.000168
7,0 days 00:00:00.000163
8,0 days 00:00:00.000317
9,0 days 00:00:00.000160
