,time
0,0 days 00:00:36.501883
1,0 days 00:00:40.751328
2,0 days 00:01:04.313717
3,0 days 00:00:31.723452
4,0 days 00:00:25.129167
5,0 days 00:01:11.513546
6,0 days 00:00:31.144313
7,0 days 00:00:41.153331
8,0 days 00:00:30.729217
9,0 days 00:00:31.878199
