,time
0,0 days 00:01:17.192982
1,0 days 00:02:08.977095
2,0 days 00:01:02.626592
3,0 days 00:00:56.410549
4,0 days 00:01:38.847033
5,0 days 00:01:57.049659
6,0 days 00:00:54.804669
7,0 days 00:01:42.727222
8,0 days 00:00:58.808432
9,0 days 00:01:04.017738
