,time
0,0 days 00:00:43.567932
1,0 days 00:00:32.199493
2,0 days 00:00:30.189251
3,0 days 00:00:39.805082
4,0 days 00:00:39.760746
5,0 days 00:00:39.048449
6,0 days 00:01:35.023236
7,0 days 00:00:31.541308
8,0 days 00:01:58.708785
9,0 days 00:00:23.293503
