,time
0,0 days 00:00:00.000159
1,0 days 00:00:00.000167
2,0 days 00:00:00.000172
3,0 days 00:00:00.000152
4,0 days 00:00:00.000162
5,0 days 00:00:00.000312
6,0 days 00:00:00.000162
7,0 days 00:00:00.000154
8,0 days 00:00:00.000161
9,0 days 00:00:00.000164
